fn_name;boxes;closures;coroutines;floats;fn_defs;fn_ptrs;generics;interior_muts;raw_ptrs;recursive_types;mut_refs;simd;unions
imp::panic::exception_cleanup;0;0;0;0;0;1;1;0;2;1;0;0;0
imp::cleanup;0;0;0;0;0;0;0;0;1;0;0;0;0
__rust_panic_cleanup;0;0;0;0;0;0;0;0;1;0;0;0;0
__rust_start_panic;0;0;0;0;0;0;0;0;0;0;1;0;0
