fn_name;boxes;closures;coroutines;floats;fn_defs;fn_ptrs;generics;interior_muts;raw_ptrs;recursive_types;mut_refs;simd;unions
bstr::<impl core::cmp::PartialOrd<bstr::ByteString> for &core::bstr::ByteStr>::partial_cmp;0;0;0;0;0;0;3;0;1;7;0;0;0
"<bstr::ByteString as core::cmp::PartialEq<[u8; N]>>::eq";0;0;0;0;0;0;3;0;1;7;0;0;0
"bstr::<impl core::cmp::PartialEq<bstr::ByteString> for [u8; N]>::eq";0;0;0;0;0;0;3;0;1;7;0;0;0
"<bstr::ByteString as core::cmp::PartialEq<&[u8; N]>>::eq";0;0;0;0;0;0;3;0;1;7;0;0;0
"bstr::<impl core::cmp::PartialEq<bstr::ByteString> for &[u8; N]>::eq";0;0;0;0;0;0;3;0;1;7;0;0;0
<bstr::ByteString as core::cmp::PartialEq<borrow::Cow<'_, core::bstr::ByteStr>>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialEq<bstr::ByteString> for borrow::Cow<'_, core::bstr::ByteStr>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::PartialOrd<borrow::Cow<'_, core::bstr::ByteStr>>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialOrd<bstr::ByteString> for borrow::Cow<'_, core::bstr::ByteStr>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::PartialEq<borrow::Cow<'_, str>>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialEq<bstr::ByteString> for borrow::Cow<'_, str>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::PartialOrd<borrow::Cow<'_, str>>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialOrd<bstr::ByteString> for borrow::Cow<'_, str>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::PartialEq<borrow::Cow<'_, [u8]>>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialEq<bstr::ByteString> for borrow::Cow<'_, [u8]>>::eq;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::PartialOrd<borrow::Cow<'_, [u8]>>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
bstr::<impl core::cmp::PartialOrd<bstr::ByteString> for borrow::Cow<'_, [u8]>>::partial_cmp;0;0;0;0;0;0;4;0;1;8;0;0;0
<bstr::ByteString as core::cmp::Ord>::cmp;0;0;0;0;0;0;6;0;2;14;0;0;0
<bstr::ByteString as core::cmp::PartialOrd>::partial_cmp;0;0;0;0;0;0;6;0;2;14;0;0;0
bstr::<impl core::convert::TryFrom<bstr::ByteString> for string::String>::try_from;0;0;0;0;0;0;3;0;1;7;0;0;0
